no_pais;no_sec_por;vl_fob;ano
Cabo Verde;Animais vivos e prod..;2637632;2020
Cabo Verde;Calçado, chapéus e a..;245029;2020
Cabo Verde;Gorduras e óleos ani..;738053;2020
Cabo Verde;Instrumentos e apare..;28269;2020
Cabo Verde;Madeira, carvão vege..;104845;2020
Cabo Verde;Máquinas e aparelhos..;223226;2020
Cabo Verde;Material de transpor..;18616;2020
Cabo Verde;Matérias têxteis e s..;32422;2020
Cabo Verde;Mercadorias e produt..;999233;2020
Cabo Verde;Metais comuns e suas..;561581;2020
Cabo Verde;Obras de pedra, gess..;195110;2020
Cabo Verde;Pastas de madeira ou..;69276;2020
Cabo Verde;Peles, couros, peles..;276;2020
Cabo Verde;Plásticos e suas obr..;57467;2020
Cabo Verde;Produtos das indústr..;1047104;2020
Cabo Verde;Produtos das indútri..;6528002;2020
Cabo Verde;Produtos do reino ve..;7931790;2020
Cabo Verde;Produtos minerais;3443590;2020
Camarões;Animais vivos e prod..;1857151;2020
Camarões;Calçado, chapéus e a..;28893;2020
Camarões;Gorduras e óleos ani..;5932;2020
Camarões;Instrumentos e apare..;21696;2020
Camarões;Madeira, carvão vege..;26177;2020
Camarões;Máquinas e aparelhos..;1134144;2020
Camarões;Material de transpor..;1984213;2020
Camarões;Matérias têxteis e s..;58274;2020
Camarões;Mercadorias e produt..;347622;2020
Camarões;Metais comuns e suas..;715837;2020
Camarões;Obras de pedra, gess..;33899;2020
Camarões;Pastas de madeira ou..;2049628;2020
Camarões;Peles, couros, peles..;14332;2020
Camarões;Plásticos e suas obr..;337956;2020
Camarões;Produtos das indústr..;1437009;2020
Camarões;Produtos das indútri..;27432187;2020
Camarões;Produtos do reino ve..;707285;2020
Camarões;Produtos minerais;3739947;2020
Camboja;Animais vivos e prod..;1962744;2020
Camboja;Calçado, chapéus e a..;93834;2020
Camboja;Gorduras e óleos ani..;332;2020
Camboja;Instrumentos e apare..;49416;2020
Camboja;Madeira, carvão vege..;3326890;2020
Camboja;Máquinas e aparelhos..;1961310;2020
Camboja;Material de transpor..;146813;2020
Camboja;Matérias têxteis e s..;24192;2020
Camboja;Metais comuns e suas..;10520669;2020
Camboja;Obras de pedra, gess..;35012;2020
Camboja;Pastas de madeira ou..;53043;2020
Camboja;Peles, couros, peles..;1718104;2020
Camboja;Pérolas naturais ou ..;38000;2020
Camboja;Plásticos e suas obr..;26518;2020
Camboja;Produtos das indústr..;182197;2020
Camboja;Produtos das indútri..;1559973;2020
Camboja;Produtos do reino ve..;102903;2020
Camboja;Produtos minerais;436;2020
Canadá;Animais vivos e prod..;42522729;2020
Canadá;"Armas e munições; su..";303092;2020
Canadá;Calçado, chapéus e a..;3685312;2020
Canadá;Gorduras e óleos ani..;366148;2020
Canadá;Instrumentos e apare..;4105605;2020
Canadá;Madeira, carvão vege..;32894721;2020
Canadá;Máquinas e aparelhos..;178489041;2020
Canadá;Material de transpor..;15434246;2020
Canadá;Matérias têxteis e s..;4556492;2020
Canadá;Mercadorias e produt..;16863883;2020
Canadá;Metais comuns e suas..;329066324;2020
Canadá;Objetos de arte, de ..;101061;2020
Canadá;Obras de pedra, gess..;17786673;2020
Canadá;Pastas de madeira ou..;11030266;2020
Canadá;Peles, couros, peles..;5787294;2020
Canadá;Pérolas naturais ou ..;1876689035;2020
Canadá;Plásticos e suas obr..;27411018;2020
Canadá;Produtos das indústr..;1053715899;2020
Canadá;Produtos das indútri..;341952708;2020
Canadá;Produtos do reino ve..;138083895;2020
Canadá;Produtos minerais;129096899;2020
Catar;Animais vivos e prod..;124953600;2020
Catar;"Armas e munições; su..";1655122;2020
Catar;Calçado, chapéus e a..;201436;2020
Catar;Gorduras e óleos ani..;364651;2020
Catar;Instrumentos e apare..;438324;2020
Catar;Madeira, carvão vege..;984712;2020
Catar;Máquinas e aparelhos..;23045213;2020
Catar;Material de transpor..;18927091;2020
Catar;Matérias têxteis e s..;68604;2020
Catar;Mercadorias e produt..;1121453;2020
Catar;Metais comuns e suas..;30768459;2020
Catar;Obras de pedra, gess..;931353;2020
Catar;Pastas de madeira ou..;1118715;2020
Catar;Peles, couros, peles..;12896;2020
Catar;Pérolas naturais ou ..;231264;2020
Catar;Plásticos e suas obr..;675417;2020
Catar;Produtos das indústr..;49483443;2020
Catar;Produtos das indútri..;5164686;2020
Catar;Produtos do reino ve..;568652;2020
Catar;Produtos minerais;10683928;2020
Cayman, Ilhas;Animais vivos e prod..;524341;2020
Cayman, Ilhas;Calçado, chapéus e a..;40828;2020
Cayman, Ilhas;Gorduras e óleos ani..;1747;2020
Cayman, Ilhas;Instrumentos e apare..;1649;2020
Cayman, Ilhas;Madeira, carvão vege..;729921;2020
Cayman, Ilhas;Máquinas e aparelhos..;662267;2020
Cayman, Ilhas;Material de transpor..;21900096;2020
Cayman, Ilhas;Matérias têxteis e s..;20362;2020
Cayman, Ilhas;Mercadorias e produt..;33777;2020
Cayman, Ilhas;Metais comuns e suas..;56723;2020
Cayman, Ilhas;Obras de pedra, gess..;180877;2020
Cayman, Ilhas;Pastas de madeira ou..;25984464;2020
Cayman, Ilhas;Peles, couros, peles..;266;2020
Cayman, Ilhas;Plásticos e suas obr..;17370;2020
Cayman, Ilhas;Produtos das indústr..;23318;2020
Cayman, Ilhas;Produtos das indútri..;299409;2020
Cayman, Ilhas;Produtos do reino ve..;35235;2020
Cayman, Ilhas;Produtos minerais;5031187;2020
Cazaquistão;Animais vivos e prod..;1845533;2020
Cazaquistão;Calçado, chapéus e a..;32195;2020
Cazaquistão;Instrumentos e apare..;439664;2020
Cazaquistão;Máquinas e aparelhos..;3495360;2020
Cazaquistão;Material de transpor..;26545;2020
Cazaquistão;Matérias têxteis e s..;23726;2020
Cazaquistão;Mercadorias e produt..;608;2020
Cazaquistão;Metais comuns e suas..;765896;2020
Cazaquistão;Obras de pedra, gess..;6387;2020
Cazaquistão;Pastas de madeira ou..;55;2020
Cazaquistão;Peles, couros, peles..;161;2020
Cazaquistão;Pérolas naturais ou ..;10080;2020
Cazaquistão;Plásticos e suas obr..;7819;2020
Cazaquistão;Produtos das indústr..;951540;2020
Cazaquistão;Produtos das indútri..;727500;2020
Cazaquistão;Produtos do reino ve..;1031397;2020
Chade;Animais vivos e prod..;2188222;2020
Chade;Produtos das indútri..;214770;2020
Chile;Animais vivos e prod..;574584445;2020
Chile;"Armas e munições; su..";1990045;2020
Chile;Calçado, chapéus e a..;21732273;2020
Chile;Gorduras e óleos ani..;27134954;2020
Chile;Instrumentos e apare..;26565135;2020
Chile;Madeira, carvão vege..;22392356;2020
Chile;Máquinas e aparelhos..;450578204;2020
Chile;Material de transpor..;680350892;2020
Chile;Matérias têxteis e s..;34621465;2020
Chile;Mercadorias e produt..;54542483;2020
Chile;Metais comuns e suas..;263576011;2020
Chile;Objetos de arte, de ..;169158;2020
Chile;Obras de pedra, gess..;41825778;2020
Chile;Pastas de madeira ou..;101860483;2020
Chile;Peles, couros, peles..;3192604;2020
Chile;Pérolas naturais ou ..;1182599;2020
Chile;Plásticos e suas obr..;257847494;2020
Chile;Produtos das indústr..;272290624;2020
Chile;Produtos das indútri..;280537810;2020
Chile;Produtos do reino ve..;35149305;2020
Chile;Produtos minerais;697710902;2020
China;Animais vivos e prod..;6597039312;2020
China;Calçado, chapéus e a..;7510233;2020
China;Gorduras e óleos ani..;287247467;2020
China;Instrumentos e apare..;19956838;2020
China;Madeira, carvão vege..;243123526;2020
China;Máquinas e aparelhos..;220884438;2020
China;Material de transpor..;11656367;2020
China;Matérias têxteis e s..;1068607115;2020
China;Mercadorias e produt..;3361882;2020
China;Metais comuns e suas..;2289695427;2020
China;Objetos de arte, de ..;600227;2020
China;Obras de pedra, gess..;11601507;2020
China;Pastas de madeira ou..;2951233633;2020
China;Peles, couros, peles..;268445153;2020
China;Pérolas naturais ou ..;21939506;2020
China;Plásticos e suas obr..;201274925;2020
China;Produtos das indústr..;266147905;2020
China;Produtos das indútri..;1567833136;2020
China;Produtos do reino ve..;20987595679;2020
China;Produtos minerais;30762316825;2020
Chipre;Animais vivos e prod..;665188;2020
Chipre;Calçado, chapéus e a..;461999;2020
Chipre;Gorduras e óleos ani..;27876;2020
Chipre;Instrumentos e apare..;259565;2020
Chipre;Madeira, carvão vege..;190867;2020
Chipre;Máquinas e aparelhos..;425383;2020
Chipre;Material de transpor..;47071;2020
Chipre;Matérias têxteis e s..;96305;2020
Chipre;Mercadorias e produt..;32223;2020
Chipre;Metais comuns e suas..;522775;2020
Chipre;Objetos de arte, de ..;46;2020
Chipre;Obras de pedra, gess..;69116;2020
Chipre;Pastas de madeira ou..;331904;2020
Chipre;Peles, couros, peles..;11681;2020
Chipre;Pérolas naturais ou ..;10492;2020
Chipre;Plásticos e suas obr..;209117;2020
Chipre;Produtos das indústr..;602287;2020
Chipre;Produtos das indútri..;3750567;2020
Chipre;Produtos do reino ve..;3560930;2020
Chipre;Produtos minerais;45404562;2020
Christmas (Navidad), Ilha;Calçado, chapéus e a..;48458;2020
Christmas (Navidad), Ilha;Pastas de madeira ou..;98;2020
Christmas (Navidad), Ilha;Plásticos e suas obr..;40;2020
Colômbia;Animais vivos e prod..;19693537;2020
Colômbia;"Armas e munições; su..";191262;2020
Colômbia;Calçado, chapéus e a..;26571645;2020
Colômbia;Gorduras e óleos ani..;3128415;2020
Colômbia;Instrumentos e apare..;28150606;2020
Colômbia;Madeira, carvão vege..;26565247;2020
Colômbia;Máquinas e aparelhos..;323673570;2020
Colômbia;Material de transpor..;560723672;2020
Colômbia;Matérias têxteis e s..;46737512;2020
Colômbia;Mercadorias e produt..;23140120;2020
Colômbia;Metais comuns e suas..;243845946;2020
Colômbia;Obras de pedra, gess..;40729498;2020
Colômbia;Pastas de madeira ou..;90409872;2020
Colômbia;Peles, couros, peles..;1633232;2020
Colômbia;Pérolas naturais ou ..;1030782;2020
Colômbia;Plásticos e suas obr..;237137705;2020
Colômbia;Produtos das indústr..;248452105;2020
Colômbia;Produtos das indútri..;193265678;2020
Colômbia;Produtos do reino ve..;153760514;2020
Colômbia;Produtos minerais;22063161;2020
Comores;Animais vivos e prod..;5844688;2020
Comores;Calçado, chapéus e a..;77;2020
Comores;Gorduras e óleos ani..;218;2020
Comores;Madeira, carvão vege..;25920;2020
Comores;Mercadorias e produt..;16;2020
Comores;Plásticos e suas obr..;10;2020
Comores;Produtos das indústr..;154;2020
Comores;Produtos das indútri..;398886;2020
Comores;Produtos do reino ve..;1749;2020
Comores;Produtos minerais;244865;2020
Congo;Animais vivos e prod..;21698175;2020
Congo;"Armas e munições; su..";9000;2020
Congo;Calçado, chapéus e a..;68;2020
Congo;Instrumentos e apare..;1539652;2020
Congo;Máquinas e aparelhos..;13195432;2020
Congo;Material de transpor..;10277898;2020
Congo;Matérias têxteis e s..;149093;2020
Congo;Mercadorias e produt..;3295626;2020
Congo;Metais comuns e suas..;719774;2020
Congo;Obras de pedra, gess..;2661;2020
Congo;Pastas de madeira ou..;1370420;2020
Congo;Plásticos e suas obr..;723479;2020
Congo;Produtos das indústr..;457608;2020
Congo;Produtos das indútri..;20039199;2020
Congo;Produtos do reino ve..;18002;2020
Congo;Produtos minerais;4001;2020
Congo, República Democrática;Animais vivos e prod..;28087613;2020
Congo, República Democrática;Calçado, chapéus e a..;10735;2020
Congo, República Democrática;Gorduras e óleos ani..;75528;2020
Congo, República Democrática;Instrumentos e apare..;1257923;2020
Congo, República Democrática;Madeira, carvão vege..;53897;2020
Congo, República Democrática;Máquinas e aparelhos..;3825627;2020
Congo, República Democrática;Material de transpor..;8769692;2020
Congo, República Democrática;Matérias têxteis e s..;4370;2020
Congo, República Democrática;Mercadorias e produt..;1327208;2020
Congo, República Democrática;Metais comuns e suas..;2010425;2020
Congo, República Democrática;Obras de pedra, gess..;135031;2020
Congo, República Democrática;Pastas de madeira ou..;891379;2020
Congo, República Democrática;Peles, couros, peles..;19;2020
Congo, República Democrática;Plásticos e suas obr..;182128;2020
Congo, República Democrática;Produtos das indústr..;3727973;2020
Congo, República Democrática;Produtos das indútri..;20985200;2020
Congo, República Democrática;Produtos do reino ve..;9232981;2020
Congo, República Democrática;Produtos minerais;11729;2020
Cook, Ilhas;Animais vivos e prod..;318;2020
Cook, Ilhas;Gorduras e óleos ani..;89;2020
Cook, Ilhas;Máquinas e aparelhos..;42;2020
Cook, Ilhas;Metais comuns e suas..;280;2020
Cook, Ilhas;Produtos do reino ve..;1488;2020
Cook, Ilhas;Produtos minerais;387685;2020
Coreia do Norte;Animais vivos e prod..;1522;2020
Coreia do Norte;Gorduras e óleos ani..;155;2020
Coreia do Norte;Madeira, carvão vege..;23248;2020
Coreia do Norte;Máquinas e aparelhos..;870;2020
Coreia do Norte;Matérias têxteis e s..;171;2020
Coreia do Norte;Obras de pedra, gess..;219;2020
Coreia do Norte;Plásticos e suas obr..;75;2020
Coreia do Norte;Produtos das indústr..;63620;2020
Coreia do Norte;Produtos das indútri..;1775;2020
Coreia do Norte;Produtos do reino ve..;989;2020
Coreia do Sul;Animais vivos e prod..;216893686;2020
Coreia do Sul;"Armas e munições; su..";6700;2020
Coreia do Sul;Calçado, chapéus e a..;4316855;2020
Coreia do Sul;Gorduras e óleos ani..;5056339;2020
Coreia do Sul;Instrumentos e apare..;1377159;2020
Coreia do Sul;Madeira, carvão vege..;23719119;2020
Coreia do Sul;Máquinas e aparelhos..;33487683;2020
Coreia do Sul;Material de transpor..;3884774;2020
Coreia do Sul;Matérias têxteis e s..;78101794;2020
Coreia do Sul;Mercadorias e produt..;377085;2020
Coreia do Sul;Metais comuns e suas..;217183431;2020
Coreia do Sul;Objetos de arte, de ..;94500;2020
Coreia do Sul;Obras de pedra, gess..;3228804;2020
Coreia do Sul;Pastas de madeira ou..;141558974;2020
Coreia do Sul;Peles, couros, peles..;12184820;2020
Coreia do Sul;Pérolas naturais ou ..;53554690;2020
Coreia do Sul;Plásticos e suas obr..;11056081;2020
Coreia do Sul;Produtos das indústr..;68411780;2020
Coreia do Sul;Produtos das indútri..;1011886266;2020
Coreia do Sul;Produtos do reino ve..;714476013;2020
Coreia do Sul;Produtos minerais;1161580045;2020
Costa do Marfim;Animais vivos e prod..;16476907;2020
Costa do Marfim;Calçado, chapéus e a..;6548;2020
Costa do Marfim;Gorduras e óleos ani..;237199;2020
Costa do Marfim;Instrumentos e apare..;76584;2020
Costa do Marfim;Madeira, carvão vege..;81262;2020
Costa do Marfim;Máquinas e aparelhos..;2944696;2020
Costa do Marfim;Material de transpor..;2545079;2020
Costa do Marfim;Matérias têxteis e s..;308149;2020
Costa do Marfim;Mercadorias e produt..;303497;2020
Costa do Marfim;Metais comuns e suas..;3179454;2020
Costa do Marfim;Obras de pedra, gess..;691329;2020
Costa do Marfim;Pastas de madeira ou..;5664319;2020
Costa do Marfim;Peles, couros, peles..;737;2020
Costa do Marfim;Plásticos e suas obr..;479944;2020
Costa do Marfim;Produtos das indústr..;3955285;2020
Costa do Marfim;Produtos das indútri..;43202612;2020
Costa do Marfim;Produtos do reino ve..;396072;2020
Costa do Marfim;Produtos minerais;332720;2020
Costa Rica;Animais vivos e prod..;424153;2020
Costa Rica;"Armas e munições; su..";35166;2020
Costa Rica;Calçado, chapéus e a..;6435382;2020
Costa Rica;Gorduras e óleos ani..;98363;2020
Costa Rica;Instrumentos e apare..;1660324;2020
Costa Rica;Madeira, carvão vege..;5116007;2020
Costa Rica;Máquinas e aparelhos..;29157137;2020
Costa Rica;Material de transpor..;17949952;2020
Costa Rica;Matérias têxteis e s..;8776528;2020
Costa Rica;Mercadorias e produt..;5107020;2020
Costa Rica;Metais comuns e suas..;59800038;2020
Costa Rica;Obras de pedra, gess..;8170517;2020
Costa Rica;Pastas de madeira ou..;5229356;2020
Costa Rica;Peles, couros, peles..;114354;2020
Costa Rica;Pérolas naturais ou ..;62062;2020
Costa Rica;Plásticos e suas obr..;16187282;2020
Costa Rica;Produtos das indústr..;24611950;2020
Costa Rica;Produtos das indútri..;11138538;2020
Costa Rica;Produtos do reino ve..;43057345;2020
Costa Rica;Produtos minerais;1062884;2020
Coveite (Kuweit);Animais vivos e prod..;150620126;2020
Coveite (Kuweit);"Armas e munições; su..";98057;2020
Coveite (Kuweit);Calçado, chapéus e a..;3642446;2020
Coveite (Kuweit);Gorduras e óleos ani..;22700;2020
Coveite (Kuweit);Instrumentos e apare..;631002;2020
Coveite (Kuweit);Madeira, carvão vege..;2063490;2020
Coveite (Kuweit);Máquinas e aparelhos..;1408384;2020
Coveite (Kuweit);Material de transpor..;621346;2020
Coveite (Kuweit);Matérias têxteis e s..;455109;2020
Coveite (Kuweit);Mercadorias e produt..;227095;2020
Coveite (Kuweit);Metais comuns e suas..;3426017;2020
Coveite (Kuweit);Obras de pedra, gess..;668466;2020
Coveite (Kuweit);Pastas de madeira ou..;2762065;2020
Coveite (Kuweit);Peles, couros, peles..;19146;2020
Coveite (Kuweit);Pérolas naturais ou ..;286;2020
Coveite (Kuweit);Plásticos e suas obr..;751367;2020
Coveite (Kuweit);Produtos das indústr..;837416;2020
Coveite (Kuweit);Produtos das indútri..;3432080;2020
Coveite (Kuweit);Produtos do reino ve..;12212239;2020
Croácia;Animais vivos e prod..;10235;2020
Croácia;Calçado, chapéus e a..;1026473;2020
Croácia;Gorduras e óleos ani..;717;2020
Croácia;Instrumentos e apare..;36834;2020
Croácia;Madeira, carvão vege..;110434;2020
Croácia;Máquinas e aparelhos..;135051;2020
Croácia;Matérias têxteis e s..;5183;2020
Croácia;Mercadorias e produt..;13599;2020
Croácia;Metais comuns e suas..;457430;2020
Croácia;Obras de pedra, gess..;16166;2020
Croácia;Pastas de madeira ou..;16051;2020
Croácia;Peles, couros, peles..;33904;2020
Croácia;Pérolas naturais ou ..;4841;2020
Croácia;Plásticos e suas obr..;49835;2020
Croácia;Produtos das indústr..;650163;2020
Croácia;Produtos das indútri..;32858195;2020
Croácia;Produtos do reino ve..;20630684;2020
Croácia;Produtos minerais;1857991;2020
Cuba;Animais vivos e prod..;60586294;2020
Cuba;Calçado, chapéus e a..;1855712;2020
Cuba;Gorduras e óleos ani..;16340210;2020
Cuba;Instrumentos e apare..;462126;2020
Cuba;Madeira, carvão vege..;3300389;2020
Cuba;Máquinas e aparelhos..;15697990;2020
Cuba;Material de transpor..;3361203;2020
Cuba;Matérias têxteis e s..;3703462;2020
Cuba;Mercadorias e produt..;2039182;2020
Cuba;Metais comuns e suas..;4074223;2020
Cuba;Obras de pedra, gess..;782725;2020
Cuba;Pastas de madeira ou..;5218247;2020
Cuba;Peles, couros, peles..;22683;2020
Cuba;Plásticos e suas obr..;1636724;2020
Cuba;Produtos das indústr..;8588002;2020
Cuba;Produtos das indútri..;26220559;2020
Cuba;Produtos do reino ve..;55301603;2020
Cuba;Produtos minerais;109792;2020
Curaçao;Animais vivos e prod..;16024874;2020
Curaçao;Calçado, chapéus e a..;327992;2020
Curaçao;Gorduras e óleos ani..;17881;2020
Curaçao;Instrumentos e apare..;23050;2020
Curaçao;Madeira, carvão vege..;1236213;2020
Curaçao;Máquinas e aparelhos..;219474;2020
Curaçao;Material de transpor..;2211420;2020
Curaçao;Matérias têxteis e s..;41792;2020
Curaçao;Mercadorias e produt..;356641;2020
Curaçao;Metais comuns e suas..;17128;2020
Curaçao;Obras de pedra, gess..;348899;2020
Curaçao;Pastas de madeira ou..;198512;2020
Curaçao;Peles, couros, peles..;12579;2020
Curaçao;Plásticos e suas obr..;43235;2020
Curaçao;Produtos das indústr..;210590;2020
Curaçao;Produtos das indútri..;2986562;2020
Curaçao;Produtos do reino ve..;1302356;2020
Curaçao;Produtos minerais;1460;2020
Dinamarca;Animais vivos e prod..;1454206;2020
Dinamarca;"Armas e munições; su..";1291249;2020
Dinamarca;Calçado, chapéus e a..;109660;2020
Dinamarca;Gorduras e óleos ani..;1922558;2020
Dinamarca;Instrumentos e apare..;1066858;2020
Dinamarca;Madeira, carvão vege..;30389959;2020
Dinamarca;Máquinas e aparelhos..;6696693;2020
Dinamarca;Material de transpor..;1094011;2020
Dinamarca;Matérias têxteis e s..;335340;2020
Dinamarca;Mercadorias e produt..;1755700;2020
Dinamarca;Metais comuns e suas..;9709273;2020
Dinamarca;Objetos de arte, de ..;3990;2020
Dinamarca;Obras de pedra, gess..;1910918;2020
Dinamarca;Pastas de madeira ou..;41322;2020
Dinamarca;Peles, couros, peles..;1935178;2020
Dinamarca;Pérolas naturais ou ..;56008;2020
Dinamarca;Plásticos e suas obr..;1113865;2020
Dinamarca;Produtos das indústr..;87576923;2020
Dinamarca;Produtos das indútri..;111369175;2020
Dinamarca;Produtos do reino ve..;11416308;2020
Dinamarca;Produtos minerais;9221020;2020
Djibuti;Animais vivos e prod..;3232828;2020
Djibuti;Gorduras e óleos ani..;125;2020
Djibuti;Instrumentos e apare..;103;2020
Djibuti;Madeira, carvão vege..;195;2020
Djibuti;Máquinas e aparelhos..;819007;2020
Djibuti;Material de transpor..;360933;2020
Djibuti;Matérias têxteis e s..;96;2020
Djibuti;Mercadorias e produt..;21276;2020
Djibuti;Metais comuns e suas..;498706;2020
Djibuti;Obras de pedra, gess..;1062;2020
Djibuti;Pastas de madeira ou..;84161;2020
Djibuti;Peles, couros, peles..;172690;2020
Djibuti;Plásticos e suas obr..;60852;2020
Djibuti;Produtos das indústr..;278023;2020
Djibuti;Produtos das indútri..;12218419;2020
Djibuti;Produtos do reino ve..;75319;2020
Djibuti;Produtos minerais;70;2020
Dominica;Animais vivos e prod..;1615331;2020
Dominica;Instrumentos e apare..;29418;2020
Dominica;Madeira, carvão vege..;280309;2020
Dominica;Máquinas e aparelhos..;104614;2020
Dominica;Material de transpor..;266;2020
Dominica;Mercadorias e produt..;27649;2020
Dominica;Obras de pedra, gess..;270029;2020
Dominica;Pastas de madeira ou..;1;2020
Dominica;Produtos das indústr..;41970;2020
Dominica;Produtos das indútri..;340768;2020
Dominica;Produtos do reino ve..;31702;2020
Egito;Animais vivos e prod..;511164653;2020
Egito;"Armas e munições; su..";22580;2020
Egito;Calçado, chapéus e a..;555658;2020
Egito;Gorduras e óleos ani..;3148749;2020
Egito;Instrumentos e apare..;1487365;2020
Egito;Madeira, carvão vege..;6212464;2020
Egito;Máquinas e aparelhos..;42448631;2020
Egito;Material de transpor..;18414633;2020
Egito;Matérias têxteis e s..;1984875;2020
Egito;Mercadorias e produt..;37771;2020
Egito;Metais comuns e suas..;8262892;2020
Egito;Obras de pedra, gess..;3035497;2020
Egito;Pastas de madeira ou..;58889500;2020
Egito;Peles, couros, peles..;46651;2020
Egito;Pérolas naturais ou ..;659;2020
Egito;Plásticos e suas obr..;5793823;2020
Egito;Produtos das indústr..;49733693;2020
Egito;Produtos das indútri..;285404260;2020
Egito;Produtos do reino ve..;587401752;2020
Egito;Produtos minerais;169985278;2020
El Salvador;"Armas e munições; su..";348250;2020
El Salvador;Calçado, chapéus e a..;2628418;2020
El Salvador;Gorduras e óleos ani..;95914;2020
El Salvador;Instrumentos e apare..;2716535;2020
El Salvador;Madeira, carvão vege..;737204;2020
El Salvador;Máquinas e aparelhos..;16447868;2020
El Salvador;Material de transpor..;7024457;2020
El Salvador;Matérias têxteis e s..;2023759;2020
El Salvador;Mercadorias e produt..;2840369;2020
El Salvador;Metais comuns e suas..;2370319;2020
El Salvador;Obras de pedra, gess..;1200429;2020
El Salvador;Pastas de madeira ou..;4788249;2020
El Salvador;Peles, couros, peles..;71180;2020
El Salvador;Pérolas naturais ou ..;218473;2020
El Salvador;Plásticos e suas obr..;5592774;2020
El Salvador;Produtos das indústr..;7891904;2020
El Salvador;Produtos das indútri..;14309177;2020
El Salvador;Produtos do reino ve..;13502663;2020
El Salvador;Produtos minerais;359138;2020
Emirados Árabes Unidos;Animais vivos e prod..;619683268;2020
Emirados Árabes Unidos;"Armas e munições; su..";27726951;2020
Emirados Árabes Unidos;Calçado, chapéus e a..;5454231;2020
Emirados Árabes Unidos;Gorduras e óleos ani..;785605;2020
Emirados Árabes Unidos;Instrumentos e apare..;3449073;2020
Emirados Árabes Unidos;Madeira, carvão vege..;20775027;2020
Emirados Árabes Unidos;Máquinas e aparelhos..;58853860;2020
Emirados Árabes Unidos;Material de transpor..;7261562;2020
Emirados Árabes Unidos;Matérias têxteis e s..;3302964;2020
Emirados Árabes Unidos;Mercadorias e produt..;6190496;2020
Emirados Árabes Unidos;Metais comuns e suas..;125858049;2020
Emirados Árabes Unidos;Objetos de arte, de ..;23374;2020
Emirados Árabes Unidos;Obras de pedra, gess..;6414270;2020
Emirados Árabes Unidos;Pastas de madeira ou..;144718515;2020
Emirados Árabes Unidos;Peles, couros, peles..;126218;2020
Emirados Árabes Unidos;Pérolas naturais ou ..;387844760;2020
Emirados Árabes Unidos;Plásticos e suas obr..;16117335;2020
Emirados Árabes Unidos;Produtos das indústr..;30219620;2020
Emirados Árabes Unidos;Produtos das indútri..;436157455;2020
Emirados Árabes Unidos;Produtos do reino ve..;63449000;2020
Emirados Árabes Unidos;Produtos minerais;92372315;2020
Equador;Animais vivos e prod..;12857840;2020
Equador;"Armas e munições; su..";2364977;2020
Equador;Calçado, chapéus e a..;20179367;2020
Equador;Gorduras e óleos ani..;626255;2020
Equador;Instrumentos e apare..;5653470;2020
Equador;Madeira, carvão vege..;10294287;2020
Equador;Máquinas e aparelhos..;116200309;2020
Equador;Material de transpor..;55782551;2020
Equador;Matérias têxteis e s..;21719971;2020
Equador;Mercadorias e produt..;11724333;2020
Equador;Metais comuns e suas..;85913883;2020
Equador;Obras de pedra, gess..;13934991;2020
Equador;Pastas de madeira ou..;39377012;2020
Equador;Peles, couros, peles..;1187554;2020
Equador;Pérolas naturais ou ..;265545;2020
Equador;Plásticos e suas obr..;70108038;2020
Equador;Produtos das indústr..;77452527;2020
Equador;Produtos das indútri..;35523673;2020
Equador;Produtos do reino ve..;15274046;2020
Equador;Produtos minerais;2954819;2020
Eritreia;Máquinas e aparelhos..;352321;2020
Eritreia;Matérias têxteis e s..;3975;2020
Eritreia;Obras de pedra, gess..;9542;2020
Eritreia;Produtos das indútri..;4313896;2020
Eslováquia;Animais vivos e prod..;81480;2020
Eslováquia;Calçado, chapéus e a..;59517;2020
Eslováquia;Instrumentos e apare..;154162;2020
Eslováquia;Máquinas e aparelhos..;7071596;2020
Eslováquia;Material de transpor..;366825;2020
Eslováquia;Matérias têxteis e s..;119494;2020
Eslováquia;Mercadorias e produt..;583229;2020
Eslováquia;Metais comuns e suas..;332855;2020
Eslováquia;Obras de pedra, gess..;147578;2020
Eslováquia;Pastas de madeira ou..;1192;2020
Eslováquia;Peles, couros, peles..;810819;2020
Eslováquia;Pérolas naturais ou ..;446;2020
Eslováquia;Plásticos e suas obr..;128447;2020
Eslováquia;Produtos das indústr..;240917;2020
Eslováquia;Produtos das indútri..;562298;2020
Eslováquia;Produtos do reino ve..;13447090;2020
Eslováquia;Produtos minerais;17384;2020
Eslovênia;Animais vivos e prod..;97115;2020
Eslovênia;"Armas e munições; su..";3184;2020
Eslovênia;Calçado, chapéus e a..;403882;2020
Eslovênia;Gorduras e óleos ani..;3474;2020
Eslovênia;Instrumentos e apare..;65423;2020
Eslovênia;Madeira, carvão vege..;1235051;2020
Eslovênia;Máquinas e aparelhos..;2808367;2020
Eslovênia;Material de transpor..;3762;2020
Eslovênia;Matérias têxteis e s..;23876;2020
Eslovênia;Mercadorias e produt..;2240;2020
Eslovênia;Metais comuns e suas..;4790921;2020
Eslovênia;Obras de pedra, gess..;55252;2020
Eslovênia;Pastas de madeira ou..;107884;2020
Eslovênia;Peles, couros, peles..;658086;2020
Eslovênia;Pérolas naturais ou ..;49998;2020
Eslovênia;Plásticos e suas obr..;2744364;2020
Eslovênia;Produtos das indústr..;1959497;2020
Eslovênia;Produtos das indútri..;250711199;2020
